ensembl_gene_id;log2FoldChange;pvalue;padj;length;symbol;entrezgene;description;PR661W_Vec;PR661W_TRPM1;PR661W_TRPM1.norm.count.mean;PR661W_Vec.norm.count.mean;baseMean
ENSMUSG00000078773;-0,005699438;0,877834485;0,99995239;5782;Rad54b;623474;"RAD54 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:3605986]";35,62851922;35,48804466;35,48804466;35,62851922;35,55828194
ENSMUSG00000062590;-0,026244683;0,877909141;0,99995239;13006;Armc9;78795;"armadillo repeat containing 9 [Source:MGI Symbol;Acc:MGI:1926045]";18,53161235;18,19754367;18,19754367;18,53161235;18,36457801
ENSMUSG00000027775;0,067056483;0,877916919;0,99995239;3042;Mfsd1;66868;"major facilitator superfamily domain containing 1 [Source:MGI Symbol;Acc:MGI:1914118]";235,8894914;247,1124388;247,1124388;235,8894914;241,5009651
ENSMUSG00000038351;0,116095313;0,878008223;0,99995239;6884;Sgsm2;97761;"small G protein signaling modulator 2 [Source:MGI Symbol;Acc:MGI:2144695]";19,66742085;21,31550286;21,31550286;19,66742085;20,49146185
ENSMUSG00000028945;0,076653075;0,878011336;0,99995239;7721;Rheb;19744;"Ras homolog enriched in brain [Source:MGI Symbol;Acc:MGI:97912]";107,7822486;113,6637852;113,6637852;107,7822486;110,7230169
ENSMUSG00000074579;0,206384199;0,878043123;0,99995239;7113;Lekr1;624866;"leucine, glutamate and lysine rich 1 [Source:MGI Symbol;Acc:MGI:3645902]";3,58676368;4,138382204;4,138382204;3,58676368;3,862572942
ENSMUSG00000047712;-0,009952016;0,878180513;0,99995239;4626;Ust;338362;"uronyl-2-sulfotransferase [Source:MGI Symbol;Acc:MGI:2442406]";30,36793249;30,15916894;30,15916894;30,36793249;30,26355072
ENSMUSG00000030595;-0,065661448;0,878225339;0,99995239;2169;Nfkbib;18036;"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta [Source:MGI Symbol;Acc:MGI:104752]";7,890880096;7,539792236;7,539792236;7,890880096;7,715336166
ENSMUSG00000035642;0,155180521;0,878264625;0,99995239;3833;Aamdc;66273;"adipogenesis associated Mth938 domain containing [Source:MGI Symbol;Acc:MGI:1913523]";7,890880096;8,786975914;8,786975914;7,890880096;8,338928005
ENSMUSG00000044562;-0,130997548;0,878284805;0,99995239;3202;Rasip1;69903;"Ras interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917153]";3,228087312;2,947888694;2,947888694;3,228087312;3,087988003
ENSMUSG00000047963;0,119758528;0,878289701;0,99995239;2221;Stbd1;52331;"starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768]";17,63492143;19,16127651;19,16127651;17,63492143;18,39809897
ENSMUSG00000022544;0,142222341;0,878296278;0,99995239;2678;Eef2kmt;70511;"eukaryotic elongation factor 2 lysine methyltransferase [Source:MGI Symbol;Acc:MGI:1917761]";10,22227649;11,28134327;11,28134327;10,22227649;10,75180988
ENSMUSG00000026035;-0,035577983;0,878304313;0,99995239;4291;Ppil3;70225;"peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475]";14,5263929;14,1725418;14,1725418;14,5263929;14,34946735
ENSMUSG00000027509;-0,004920087;0,878319108;0,99995239;2554;Rae1;66679;"ribonucleic acid export 1 [Source:MGI Symbol;Acc:MGI:1913929]";36,40565135;36,281707;36,281707;36,40565135;36,34367918
ENSMUSG00000028470;0,238323573;0,878323381;0,99995239;1540;Hint2;68917;"histidine triad nucleotide binding protein 2 [Source:MGI Symbol;Acc:MGI:1916167]";2,450955181;2,891198526;2,891198526;2,450955181;2,671076854
ENSMUSG00000053684;-0,046492531;0,878378865;0,99995239;3136;BC048403;270802;"cDNA sequence BC048403 [Source:MGI Symbol;Acc:MGI:2670984]";11,35808499;10,99789243;10,99789243;11,35808499;11,17798871
ENSMUSG00000054312;-0,013539967;0,878453181;0,99995239;739;Mrps21;66292;"mitochondrial ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913542]";26,78116881;26,53099824;26,53099824;26,78116881;26,65608353
ENSMUSG00000050855;-0,051458784;0,878586923;0,99995239;6090;Zfp940;233057;"zinc finger protein 940 [Source:MGI Symbol;Acc:MGI:2446235]";10,22227649;9,86408909;9,86408909;10,22227649;10,04318279
ENSMUSG00000085929;-0,093623278;0,878590988;0,99995239;803;Gm13421;;"predicted gene 13421 [Source:MGI Symbol;Acc:MGI:3649922]";5,081248547;4,761974044;4,761974044;5,081248547;4,921611295
ENSMUSG00000029859;0,17377359;0,878601063;0,99995239;3928;Epha1;13835;"Eph receptor A1 [Source:MGI Symbol;Acc:MGI:107381]";5,679042494;6,405988892;6,405988892;5,679042494;6,042515693
ENSMUSG00000063785;-0,008212635;0,878656971;0,99995239;4130;Utp14a;72554;"UTP14A small subunit processome component [Source:MGI Symbol;Acc:MGI:1919804]";32,04175554;31,85987396;31,85987396;32,04175554;31,95081475
ENSMUSG00000035049;-0,000549605;0,878675493;0,99995239;4340;Rrp12;107094;"ribosomal RNA processing 12 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147437]";43,10094356;43,08452706;43,08452706;43,10094356;43,09273531
ENSMUSG00000117219;0,197211048;0,878724857;0,99995239;287;;;;4,005219443;4,591903542;4,591903542;4,005219443;4,298561492
ENSMUSG00000056228;-0,03266212;0,878739278;0,99995239;7237;Cars2;71941;"cysteinyl-tRNA synthetase 2 (mitochondrial)(putative) [Source:MGI Symbol;Acc:MGI:1919191]";15,48286322;15,13627464;15,13627464;15,48286322;15,30956893
ENSMUSG00000026688;-0,076549764;0,878860655;0,99995239;1097;Mgst3;66447;"microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]";6,515954019;6,179228223;6,179228223;6,515954019;6,347591121
ENSMUSG00000107002;-0,057566661;0,87894767;0,99995239;1445;0610012G03Rik;;"RIKEN cDNA 0610012G03 gene [Source:MGI Symbol;Acc:MGI:1913301]";9,026688595;8,673595579;8,673595579;9,026688595;8,850142087
ENSMUSG00000042810;-0,017955111;0,879022147;0,99995239;14064;Krba1;77827;"KRAB-A domain containing 1 [Source:MGI Symbol;Acc:MGI:1925077]";23,07484634;22,78944721;22,78944721;23,07484634;22,93214678
ENSMUSG00000021891;0,100846486;0,879024577;0,99995239;7752;Mettl6;67011;"methyltransferase like 6 [Source:MGI Symbol;Acc:MGI:1914261]";31,98197615;34,29755115;34,29755115;31,98197615;33,13976365
ENSMUSG00000024145;0,123646911;0,879090883;0,99995239;988;Pigf;18701;"phosphatidylinositol glycan anchor biosynthesis, class F [Source:MGI Symbol;Acc:MGI:99462]";15,6622014;17,06374032;17,06374032;15,6622014;16,36297086
ENSMUSG00000070972;0,106550626;0,879124452;0,99995239;4542;Dnajc25;72429;"DnaJ heat shock protein family (Hsp40) member C25 [Source:MGI Symbol;Acc:MGI:1919679]";26,06381608;28,06163276;28,06163276;26,06381608;27,06272442
ENSMUSG00000097000;-0,093827756;0,879131726;0,99995239;4885;Gm17435;;"predicted gene, 17435 [Source:MGI Symbol;Acc:MGI:4937069]";5,021469152;4,705283876;4,705283876;5,021469152;4,863376514
ENSMUSG00000074259;-0,093827756;0,879131726;0,99995239;6138;Gramd2;546134;"GRAM domain containing 2 [Source:MGI Symbol;Acc:MGI:3528937]";5,021469152;4,705283876;4,705283876;5,021469152;4,863376514
ENSMUSG00000044201;-0,038414636;0,87919237;0,99995239;4919;Cdc25c;12532;"cell division cycle 25C [Source:MGI Symbol;Acc:MGI:88350]";13,39058441;13,03873845;13,03873845;13,39058441;13,21466143
ENSMUSG00000033209;0,00774847;0,879192376;0,99995239;12315;Ttc28;209683;"tetratricopeptide repeat domain 28 [Source:MGI Symbol;Acc:MGI:2140873]";62,58902622;62,92608557;62,92608557;62,58902622;62,7575559
ENSMUSG00000030213;0,073002811;0,879235764;0,99995239;20726;Atf7ip;54343;"activating transcription factor 7 interacting protein [Source:MGI Symbol;Acc:MGI:1858965]";137,373049;144,5032362;144,5032362;137,373049;140,9381426
ENSMUSG00000044795;0,113501937;0,879281043;0,99995239;1605;Cyb5d1;327951;"cytochrome b5 domain containing 1 [Source:MGI Symbol;Acc:MGI:2685586]";20,80322935;22,50599637;22,50599637;20,80322935;21,65461286
ENSMUSG00000030770;0,022593868;0,879284241;0,99995239;10157;Parva;57342;"parvin, alpha [Source:MGI Symbol;Acc:MGI:1931144]";161,3445862;163,8912733;163,8912733;161,3445862;162,6179298
ENSMUSG00000078902;0,292684045;0,879331739;0,99995239;4859;Gm14443;;"predicted gene 14443 [Source:MGI Symbol;Acc:MGI:3652324]";1,434705472;1,757395183;1,757395183;1,434705472;1,596050327
ENSMUSG00000082762;0,292684045;0,879331739;0,99995239;873;Gm12366;;"predicted gene 12366 [Source:MGI Symbol;Acc:MGI:3649557]";1,434705472;1,757395183;1,757395183;1,434705472;1,596050327
ENSMUSG00000102305;0,292684045;0,879331739;0,99995239;1847;Gm38192;;"predicted gene, 38192 [Source:MGI Symbol;Acc:MGI:5611420]";1,434705472;1,757395183;1,757395183;1,434705472;1,596050327
ENSMUSG00000097150;0,292684045;0,879331739;0,99995239;2489;Gm26513;;"predicted gene, 26513 [Source:MGI Symbol;Acc:MGI:5477007]";1,434705472;1,757395183;1,757395183;1,434705472;1,596050327
ENSMUSG00000030842;0,090100105;0,879333131;0,99995239;3215;Lamtor1;66508;"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]";49,79623576;53,00530632;53,00530632;49,79623576;51,40077104
ENSMUSG00000047459;0,082666524;0,879393472;0,99995239;1009;Dynlrb1;67068;"dynein light chain roadblock-type 1 [Source:MGI Symbol;Acc:MGI:1914318]";72,75152331;77,0419372;77,0419372;72,75152331;74,89673026
ENSMUSG00000017307;-0,057440942;0,879487594;0,99995239;1997;Acot8;170789;"acyl-CoA thioesterase 8 [Source:MGI Symbol;Acc:MGI:2158201]";8,966909201;8,616905412;8,616905412;8,966909201;8,791907306
ENSMUSG00000029029;0,128640567;0,879500233;0,99995239;4335;Wrap73;59002;"WD repeat containing, antisense to Trp73 [Source:MGI Symbol;Acc:MGI:1891749]";13,68948138;14,96620414;14,96620414;13,68948138;14,32784276
ENSMUSG00000022370;0,085284338;0,879549669;0,99995239;7936;Mrpl13;68537;"mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218]";62,94770259;66,78101694;66,78101694;62,94770259;64,86435977
ENSMUSG00000073633;0,153570019;0,879644608;0,99995239;2148;Fbxo36;66153;"F-box protein 36 [Source:MGI Symbol;Acc:MGI:1289192]";7,950659491;8,843666081;8,843666081;7,950659491;8,397162786
ENSMUSG00000061079;-0,013124384;0,87967583;0,99995239;3484;Zfp143;20841;"zinc finger protein 143 [Source:MGI Symbol;Acc:MGI:1277969]";26,60183063;26,36092774;26,36092774;26,60183063;26,48137918
ENSMUSG00000034317;0,067997524;0,879763159;0,99995239;3352;Trim59;66949;"tripartite motif-containing 59 [Source:MGI Symbol;Acc:MGI:1914199]";208,7496462;218,8240453;218,8240453;208,7496462;213,7868458
ENSMUSG00000092981;0,167687046;0,879774327;0,99995239;79;Mir5125;;"microRNA 5125 [Source:MGI Symbol;Acc:MGI:4950450]";6,157277651;6,916200397;6,916200397;6,157277651;6,536739024
ENSMUSG00000068040;0,016016354;0,879836218;0,99995239;7281;Tm9sf4;99237;"transmembrane 9 superfamily protein member 4 [Source:MGI Symbol;Acc:MGI:2139220]";99,23379515;100,3415959;100,3415959;99,23379515;99,78769553
ENSMUSG00000039887;0,103843053;0,879864267;0,99995239;2502;Alg14;66789;"asparagine-linked glycosylation 14 [Source:MGI Symbol;Acc:MGI:1914039]";28,27565368;30,38592961;30,38592961;28,27565368;29,33079164
ENSMUSG00000074682;-0,076549764;0,879968677;0,99995239;3073;Zcchc3;67917;"zinc finger, CCHC domain containing 3 [Source:MGI Symbol;Acc:MGI:1915167]";6,39639523;6,065847889;6,065847889;6,39639523;6,231121559
ENSMUSG00000020895;-0,076549764;0,879968677;0,99995239;1369;Tmem107;66910;"transmembrane protein 107 [Source:MGI Symbol;Acc:MGI:1914160]";6,39639523;6,065847889;6,065847889;6,39639523;6,231121559
ENSMUSG00000037349;0,131255121;0,880011084;0,99995239;1195;Nudt22;68323;"nudix (nucleoside diphosphate linked moiety X)-type motif 22 [Source:MGI Symbol;Acc:MGI:1915573]";12,73301106;13,94578113;13,94578113;12,73301106;13,3393961
ENSMUSG00000036862;0,11299163;0,880038672;0,99995239;11052;Dchs1;233651;"dachsous cadherin related 1 [Source:MGI Symbol;Acc:MGI:2685011]";20,86300874;22,56268654;22,56268654;20,86300874;21,71284764
ENSMUSG00000021840;0,021395286;0,88007461;0,99995239;8310;Mapk1ip1l;218975;"mitogen-activated protein kinase 1 interacting protein 1-like [Source:MGI Symbol;Acc:MGI:2444022]";144,6661351;146,827533;146,827533;144,6661351;145,7468341
ENSMUSG00000022587;0,024787027;0,880329388;0,99995239;3784;Ly6e;17069;"lymphocyte antigen 6 complex, locus E [Source:MGI Symbol;Acc:MGI:106651]";191,4136217;194,7307243;194,7307243;191,4136217;193,072173
ENSMUSG00000025159;0,014440033;0,880371991;0,99995239;10415;Mms19;72199;"MMS19 (MET18 S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919449]";89,07129806;89,96729532;89,96729532;89,07129806;89,51929669
ENSMUSG00000030172;0,011521538;0,880397191;0,99995239;16271;Erc1;111173;"ELKS/RAB6-interacting/CAST family member 1 [Source:MGI Symbol;Acc:MGI:2151013]";75,02314031;75,62468302;75,62468302;75,02314031;75,32391167
ENSMUSG00000029373;0,319378912;0,880413936;0,99995239;721;Pf4;56744;"platelet factor 4 [Source:MGI Symbol;Acc:MGI:1888711]";1,135808499;1,41725418;1,41725418;1,135808499;1,276531339
ENSMUSG00000091784;0,319378912;0,880413936;0,99995239;922;Gm17022;;"predicted gene 17022 [Source:MGI Symbol;Acc:MGI:4937849]";1,135808499;1,41725418;1,41725418;1,135808499;1,276531339
ENSMUSG00000114317;0,319378912;0,880413936;0,99995239;829;;;;1,135808499;1,41725418;1,41725418;1,135808499;1,276531339
ENSMUSG00000063687;0,319378912;0,880413936;0,99995239;3535;Pcdhb5;93876;"protocadherin beta 5 [Source:MGI Symbol;Acc:MGI:2136739]";1,135808499;1,41725418;1,41725418;1,135808499;1,276531339
ENSMUSG00000026203;-0,016206859;0,880421049;0,99995239;4249;Dnajb2;56812;"DnaJ heat shock protein family (Hsp40) member B2 [Source:MGI Symbol;Acc:MGI:1928739]";23,79219908;23,52641938;23,52641938;23,79219908;23,65930923
ENSMUSG00000032417;-0,136670757;0,880459896;0,99995239;1380;Rwdd2a;69519;"RWD domain containing 2A [Source:MGI Symbol;Acc:MGI:1916769]";2,929190339;2,664437858;2,664437858;2,929190339;2,796814098
ENSMUSG00000062456;-0,136670757;0,880459896;0,99995239;714;Rpl9-ps6;;"ribosomal protein L9, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3642682]";2,929190339;2,664437858;2,664437858;2,929190339;2,796814098
ENSMUSG00000024826;0,018302566;0,88050268;0,99995239;6501;Dpf2;19708;"D4, zinc and double PHD fingers family 2 [Source:MGI Symbol;Acc:MGI:109529]";114,357982;115,8180116;115,8180116;114,357982;115,0879968
ENSMUSG00000097340;-0,076549764;0,880526661;0,99995239;4429;Gm26617;;"predicted gene, 26617 [Source:MGI Symbol;Acc:MGI:5477111]";6,336615835;6,009157722;6,009157722;6,336615835;6,172886778
ENSMUSG00000074865;0,113448651;0,880588126;0,99995239;5764;Zfp934;77117;"zinc finger protein 934 [Source:MGI Symbol;Acc:MGI:1924367]";20,38477358;22,05247503;22,05247503;20,38477358;21,21862431
ENSMUSG00000020721;0,014215699;0,880644021;0,99995239;15044;Helz;78455;"helicase with zinc finger domain [Source:MGI Symbol;Acc:MGI:1925705]";87,4572544;88,32328047;88,32328047;87,4572544;87,89026744
ENSMUSG00000050212;-0,050863121;0,880713587;0,99995239;1942;Eva1b;230752;"eva-1 homolog B (C. elegans) [Source:MGI Symbol;Acc:MGI:1922063]";9,98315891;9,637328421;9,637328421;9,98315891;9,810243666
ENSMUSG00000000915;-0,017353972;0,880740834;0,99995239;7369;Hip1r;29816;"huntingtin interacting protein 1 related [Source:MGI Symbol;Acc:MGI:1352504]";22,83572876;22,56268654;22,56268654;22,83572876;22,69920765
ENSMUSG00000016257;0,01105288;0,880815042;0,99995239;1860;Prelid3b;66390;"PRELI domain containing 3B [Source:MGI Symbol;Acc:MGI:1913640]";72,57218513;73,13031567;73,13031567;72,57218513;72,8512504
ENSMUSG00000112855;0,193539399;0,880866939;0,99995239;3764;Gm47842;;"predicted gene, 47842 [Source:MGI Symbol;Acc:MGI:6097046]";4,064998838;4,648593709;4,648593709;4,064998838;4,356796273
ENSMUSG00000033985;-0,029415789;0,880939966;0,99995239;4272;Tesk2;230661;"testis-specific kinase 2 [Source:MGI Symbol;Acc:MGI:2385204]";16,20021596;15,87324681;15,87324681;16,20021596;16,03673138
ENSMUSG00000058793;0,017605992;0,880976019;0,99995239;9125;Cds2;110911;"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 [Source:MGI Symbol;Acc:MGI:1332236]";108,140925;109,4687128;109,4687128;108,140925;108,8048189
ENSMUSG00000014551;0,111567235;0,880976215;0,99995239;6576;Mrps25;64658;"mitochondrial ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1928140]";21,46080269;23,18627838;23,18627838;21,46080269;22,32354053
ENSMUSG00000054715;0,125871236;0,881112366;0,99995239;3501;Zscan22;232878;"zinc finger and SCAN domain containing 22 [Source:MGI Symbol;Acc:MGI:2443312]";14,28727533;15,58979598;15,58979598;14,28727533;14,93853565
ENSMUSG00000007777;0,11668261;0,881121853;0,99995239;998;0610009B22Rik;66050;"RIKEN cDNA 0610009B22 gene [Source:MGI Symbol;Acc:MGI:1913300]";18,35227416;19,89824868;19,89824868;18,35227416;19,12526142
ENSMUSG00000044056;0,264487153;0,881134005;0,99995239;1043;Efcab9;69306;"EF-hand calcium binding domain 9 [Source:MGI Symbol;Acc:MGI:1916556]";1,79338184;2,154226353;2,154226353;1,79338184;1,973804097
ENSMUSG00000020583;0,264487153;0,881134005;0,99995239;3014;Matn3;17182;"matrilin 3 [Source:MGI Symbol;Acc:MGI:1328350]";1,79338184;2,154226353;2,154226353;1,79338184;1,973804097
ENSMUSG00000022723;0,084484102;0,881282109;0,99995239;12711;Crybg3;224273;"beta-gamma crystallin domain containing 3 [Source:MGI Symbol;Acc:MGI:2676311]";63,78461411;67,63136945;67,63136945;63,78461411;65,70799178
ENSMUSG00000063364;0,231572531;0,881307831;0,99995239;2117;3300002I08Rik;69277;"RIKEN cDNA 3300002I08 gene [Source:MGI Symbol;Acc:MGI:1916527]";2,510734576;2,947888694;2,947888694;2,510734576;2,729311635
ENSMUSG00000085287;0,231572531;0,881307831;0,99995239;2762;4833418N02Rik;;"RIKEN cDNA 4833418N02 gene [Source:MGI Symbol;Acc:MGI:1921847]";2,510734576;2,947888694;2,947888694;2,510734576;2,729311635
ENSMUSG00000042228;0,133297404;0,881459919;0,99995239;4073;Lyn;17096;"LYN proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:96892]";11,83632014;12,98204829;12,98204829;11,83632014;12,40918421
ENSMUSG00000072582;0,100434497;0,881519236;0,99995239;3132;Ptrh2;217057;"peptidyl-tRNA hydrolase 2 [Source:MGI Symbol;Acc:MGI:2444848]";31,14506462;33,39050847;33,39050847;31,14506462;32,26778655
ENSMUSG00000009076;-0,065145001;0,88153551;0,99995239;1248;Zmat5;67178;"zinc finger, matrin type 5 [Source:MGI Symbol;Acc:MGI:1914428]";7,532203728;7,199651232;7,199651232;7,532203728;7,36592748
ENSMUSG00000040387;0,24537833;0,881612712;0,99995239;7826;Klhl32;212390;"kelch-like 32 [Source:MGI Symbol;Acc:MGI:3612790]";2,152058208;2,551057523;2,551057523;2,152058208;2,351557866
ENSMUSG00000030922;0,24537833;0,881612712;0,99995239;7134;Lyrm1;73919;"LYR motif containing 1 [Source:MGI Symbol;Acc:MGI:1921169]";2,152058208;2,551057523;2,551057523;2,152058208;2,351557866
ENSMUSG00000035325;0,061654543;0,881682125;0,99995239;7884;Sec31a;69162;"Sec31 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916412]";413,8527493;431,9223838;431,9223838;413,8527493;422,8875665
ENSMUSG00000044715;0,102271637;0,881724661;0,99995239;4309;Gskip;66787;"GSK3B interacting protein [Source:MGI Symbol;Acc:MGI:1914037]";28,99300642;31,12290178;31,12290178;28,99300642;30,0579541
ENSMUSG00000050954;0,136754784;0,881730093;0,99995239;8017;Zfp169;67911;"zinc finger protein 169 [Source:MGI Symbol;Acc:MGI:1915161]";10,87984983;11,96162528;11,96162528;10,87984983;11,42073755
ENSMUSG00000028718;0,095402918;0,881869415;0,99995239;5795;Stil;20460;"Scl/Tal1 interrupting locus [Source:MGI Symbol;Acc:MGI:107477]";37,78057743;40,36339904;40,36339904;37,78057743;39,07198823
ENSMUSG00000040003;-0,094928294;0,881869516;0,99995239;11348;Magi2;50791;"membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:MGI Symbol;Acc:MGI:1354953]";4,722572179;4,42183304;4,42183304;4,722572179;4,57220261
ENSMUSG00000029674;-0,004399979;0,881900642;0,99995239;7162;Limk1;16885;"LIM-domain containing, protein kinase [Source:MGI Symbol;Acc:MGI:104572]";34,97094588;34,86445282;34,86445282;34,97094588;34,91769935
ENSMUSG00000024429;0,02047469;0,881937135;0,99995239;3077;Gnl1;14670;"guanine nucleotide binding protein-like 1 [Source:MGI Symbol;Acc:MGI:95764]";130,6179774;132,4849207;132,4849207;130,6179774;131,551449
ENSMUSG00000029311;-0,002549183;0,88210711;0,99995239;3265;Hsd17b11;114664;"hydroxysteroid (17-beta) dehydrogenase 11 [Source:MGI Symbol;Acc:MGI:2149821]";37,48168046;37,41551034;37,41551034;37,48168046;37,4485954
ENSMUSG00000029049;-0,142138106;0,882130213;0,99995239;4320;Morn1;76866;"MORN repeat containing 1 [Source:MGI Symbol;Acc:MGI:1924116]";2,69007276;2,437677189;2,437677189;2,69007276;2,563874975
ENSMUSG00000059159;-0,142138106;0,882130213;0,99995239;213;Gm8129;;"predicted pseudogene 8129 [Source:MGI Symbol;Acc:MGI:3646863]";2,69007276;2,437677189;2,437677189;2,69007276;2,563874975
ENSMUSG00000071451;-0,142138106;0,882130213;0,99995239;555;Psmg4;69666;"proteasome (prosome, macropain) assembly chaperone 4 [Source:MGI Symbol;Acc:MGI:1916916]";2,69007276;2,437677189;2,437677189;2,69007276;2,563874975
ENSMUSG00000005803;-0,019647373;0,882144944;0,99995239;4084;Sqor;59010;"sulfide quinone oxidoreductase [Source:MGI Symbol;Acc:MGI:1929899]";20,80322935;20,52184052;20,52184052;20,80322935;20,66253493
ENSMUSG00000068959;-0,095165443;0,882424039;0,99995239;5969;Zfp619;70227;"zinc finger protein 619 [Source:MGI Symbol;Acc:MGI:1917477]";4,662792784;4,365142873;4,365142873;4,662792784;4,513967829
ENSMUSG00000001211;0,017389013;0,88243086;0,99995239;7790;Agpat3;28169;"1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1336186]";103,9563673;105,2169503;105,2169503;103,9563673;104,5866588
ENSMUSG00000049287;-0,14366396;0,882534515;0,99995239;4885;Iba57;216792;"IBA57 homolog, iron-sulfur cluster assembly [Source:MGI Symbol;Acc:MGI:3041174]";2,630293365;2,380987022;2,380987022;2,630293365;2,505640194
ENSMUSG00000114133;-0,14366396;0,882534515;0,99995239;2161;Gm20075;;"predicted gene, 20075 [Source:MGI Symbol;Acc:MGI:5012260]";2,630293365;2,380987022;2,380987022;2,630293365;2,505640194
ENSMUSG00000033732;0,033623205;0,882540261;0,99995239;10919;Sf3b3;101943;"splicing factor 3b, subunit 3 [Source:MGI Symbol;Acc:MGI:1289341]";509,9780159;522,0030594;522,0030594;509,9780159;515,9905377
ENSMUSG00000054280;0,072301274;0,882648338;0,99995239;10402;Prr14l;215476;"proline rich 14-like [Source:MGI Symbol;Acc:MGI:2443658]";136,9545932;143,9930246;143,9930246;136,9545932;140,4738089
ENSMUSG00000000631;0,025309522;0,882693107;0,99995239;16037;Myo18a;360013;"myosin XVIIIA [Source:MGI Symbol;Acc:MGI:2667185]";192,8483272;196,2613588;196,2613588;192,8483272;194,554843
ENSMUSG00000046230;0,067082924;0,882718545;0,99995239;17801;Vps13a;271564;"vacuolar protein sorting 13A [Source:MGI Symbol;Acc:MGI:2444304]";216,9992027;227,3275704;227,3275704;216,9992027;222,1633865
ENSMUSG00000001424;0,067922368;0,882772606;0,99995239;9757;Snd1;56463;"staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]";199,782737;209,4134776;209,4134776;199,782737;204,5981073
ENSMUSG00000028821;-0,00231837;0,882834818;0,99995239;2043;Syf2;68592;"SYF2 homolog, RNA splicing factor (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915842]";37,36212167;37,30213001;37,30213001;37,36212167;37,33212584
ENSMUSG00000061589;0,076669547;0,882848359;0,99995239;8705;Dot1l;208266;"DOT1-like, histone H3 methyltransferase (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2143886]";99,23379515;104,6500486;104,6500486;99,23379515;101,9419219
ENSMUSG00000027478;-0,145262515;0,882932411;0,99995239;5106;Dnmt3b;13436;"DNA methyltransferase 3B [Source:MGI Symbol;Acc:MGI:1261819]";2,570513971;2,324296855;2,324296855;2,570513971;2,447405413
ENSMUSG00000028917;0,093859444;0,882967965;0,99995239;5186;Plekhm2;69582;"pleckstrin homology domain containing, family M (with RUN domain) member 2 [Source:MGI Symbol;Acc:MGI:1916832]";39,57395927;42,23417455;42,23417455;39,57395927;40,90406691
ENSMUSG00000098470;0,18996521;0,882976033;0,99995239;2429;C1rb;667277;"complement component 1, r subcomponent B [Source:MGI Symbol;Acc:MGI:3779804]";4,124778232;4,705283876;4,705283876;4,124778232;4,415031054
ENSMUSG00000028868;0,074551363;0,883010003;0,99995239;6258;Wasf2;242687;"WAS protein family, member 2 [Source:MGI Symbol;Acc:MGI:1098641]";114,7764378;120,8634364;120,8634364;114,7764378;117,8199371
ENSMUSG00000054604;0,063542438;0,883031152;0,99995239;4522;Cggbp1;106143;"CGG triplet repeat binding protein 1 [Source:MGI Symbol;Acc:MGI:2146370]";317,7274827;332,0343092;332,0343092;317,7274827;324,8808959
ENSMUSG00000028779;0,001659068;0,883049877;0,99995239;1915;Pef1;67898;"penta-EF hand domain containing 1 [Source:MGI Symbol;Acc:MGI:1915148]";43,99763448;44,0482599;44,0482599;43,99763448;44,02294719
ENSMUSG00000024875;0,121676346;0,883108043;0,99995239;1889;Yif1a;68090;"Yip1 interacting factor homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915340]";15,42308382;16,78028949;16,78028949;15,42308382;16,10168666
ENSMUSG00000030967;-0,00278571;0,883157219;0,99995239;5472;Zranb1;360216;"zinc finger, RAN-binding domain containing 1 [Source:MGI Symbol;Acc:MGI:106441]";36,46543075;36,39508733;36,39508733;36,46543075;36,43025904
ENSMUSG00000025939;-0,000111392;0,883221734;0,99995239;4930;Ube2w;66799;"ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]";40,64998838;40,64684987;40,64684987;40,64998838;40,64841912
ENSMUSG00000009614;0,002547017;0,883242234;0,99995239;5432;Sardh;192166;"sarcosine dehydrogenase [Source:MGI Symbol;Acc:MGI:2183102]";45,61167813;45,69227475;45,69227475;45,61167813;45,65197644
